,Response,Response_Delay
134,1.0,52.10020324590108
135,1.0,56.282101300185126
136,1.0,80.15576182392645
137,0.0,-1.0
138,1.0,69.27580052181207
139,0.0,-1.0
140,1.0,20.163543888521673
141,0.0,-1.0
142,2.0,29.257019583330536
143,1.0,22.68210922385403
144,2.0,88.81458007181946
145,1.0,20.14654684185473
146,0.0,-1.0
147,2.0,18.788478060132903
148,1.0,26.52897071635207
149,1.0,27.45887667577869
150,1.0,97.09674386385662
151,0.0,-1.0
152,2.0,48.39538192417853
153,2.0,45.76929529475839
154,1.0,42.91246314432051
155,1.0,24.686021664207264
156,0.0,-1.0
157,1.0,67.71012468845653
158,2.0,53.6929881912045
159,1.0,72.33497096767124
160,2.0,16.264926646324675
161,2.0,30.377640896192478
162,1.0,33.54786871820577
163,2.0,30.371119490095033
164,2.0,55.75393349218823
165,2.0,91.87061200055466
166,2.0,61.44378475688808
167,2.0,42.06345760061009
168,2.0,47.3636540195288
169,1.0,46.914674882854314
170,1.0,108.33962097339455
171,2.0,54.81479288758088
172,1.0,26.679891065333102
173,2.0,63.62740097240874
174,1.0,46.32163697343006
175,2.0,58.8656011229942
176,1.0,27.666501192072843
177,1.0,82.88269817010512
178,1.0,27.517191498164145
179,2.0,57.257954529882596
180,1.0,44.77751733223893
181,2.0,34.95962146370468
182,1.0,41.67168688252505
183,2.0,50.975155391515585
184,2.0,20.62235063396141
185,2.0,32.4849814833751
186,1.0,32.613648002513806
187,1.0,42.38846766136818
188,2.0,49.00685152996869
189,1.0,19.096251825875612
190,1.0,22.435034885107246
191,2.0,19.211269698002024
192,2.0,19.053307946147644
193,1.0,45.57300953314628
194,1.0,108.25055242388851
195,2.0,39.81871680562244
196,1.0,25.365381310774875
197,1.0,47.853703597518276
198,1.0,75.0538420734728
199,1.0,31.744148249103414
200,2.0,35.8230805693026
201,2.0,26.833884784530618
202,0.0,-1.0
203,2.0,69.91680561040174
204,1.0,64.24974739377097
205,2.0,41.2632889910358
206,1.0,33.91922714070081
207,2.0,87.41780099277514
208,2.0,31.923989475177763
209,0.0,-1.0
210,2.0,21.593623223006606
211,1.0,75.71595263850129
212,1.0,41.677904620907924
213,1.0,38.95320569698334
214,2.0,57.666715946880046
215,1.0,35.41581115810867
216,1.0,40.15674408530546
217,0.0,-1.0
218,0.0,-1.0
219,0.0,-1.0
220,2.0,57.76523476637925
221,1.0,35.19875656684429
222,2.0,27.70675129280783
223,2.0,41.98913352468634
224,1.0,81.74970282606843
225,2.0,80.08572902776899
226,0.0,-1.0
227,2.0,28.99329857326437
228,1.0,31.22981348131016
229,1.0,49.33896579244066
230,1.0,58.53350430582453
231,2.0,39.91738415296921
232,2.0,37.215699532109184
233,0.0,-1.0
234,1.0,122.44909905325373
235,1.0,22.771563782996914
236,2.0,58.81234024756081
237,0.0,-1.0
238,2.0,49.312300027517374
239,0.0,-1.0
240,0.0,-1.0
241,1.0,34.30278308070188
242,0.0,-1.0
243,1.0,94.26461068278077
244,1.0,24.730268909988105
245,1.0,36.677769894450165
246,2.0,58.00642844289285
247,1.0,53.678319294421286
248,0.0,-1.0
249,2.0,39.2618458637928
250,2.0,39.78715290782718
251,2.0,40.04192314497341
252,1.0,42.814949313487844
253,2.0,34.21535678920257
254,1.0,16.443195237911304
255,1.0,22.902620016604132
256,2.0,18.2204051657249
257,1.0,80.45221658871287
258,2.0,40.46755043151542
259,0.0,-1.0
260,2.0,24.096722833631297
261,1.0,79.75726561842205
262,2.0,25.24909571476973
263,1.0,42.12105910100816
264,0.0,-1.0
265,2.0,90.68180483342975
266,1.0,55.17902795867568
267,1.0,37.049299215422195
268,2.0,37.59205695553862
269,2.0,18.872548357109153
270,2.0,33.236539772874934
271,2.0,45.93244713237172
272,0.0,-1.0
273,1.0,76.54145862695796
274,2.0,52.230644794539664
275,0.0,-1.0
276,1.0,66.08108131280923
277,1.0,21.461631130764438
278,2.0,48.1771486359451
279,1.0,52.88734743787082
280,1.0,33.202485995447816
281,1.0,29.17032500277292
282,1.0,49.300558835707236
283,0.0,-1.0
284,1.0,64.12668496464096
285,2.0,93.85487821645349
286,2.0,50.42780943689361
287,2.0,19.005967255514747
288,2.0,66.2572967658423
289,2.0,46.9416966947116
290,2.0,22.980832679533318
291,2.0,19.889088800725865
292,2.0,98.6495959349179
293,2.0,67.61121541904876
294,1.0,37.781013074258865
295,1.0,58.405508330469154
296,1.0,86.51616953586567
297,1.0,57.701658123533385
298,1.0,52.139673557418405
299,2.0,20.09371039711224
300,1.0,56.20678877699043
301,2.0,35.42449364485633
302,1.0,51.25557911925314
303,2.0,86.2552030192269
304,2.0,58.314963289854404
305,1.0,35.87793607991934
306,2.0,44.72767387684173
307,2.0,109.57569035761136
308,1.0,63.12981305056902
309,2.0,51.658402421298824
310,1.0,104.56606185307885
311,1.0,35.38628788045651
312,2.0,33.1453950090497
313,2.0,49.56034898498515
314,2.0,51.28104176174369
315,2.0,69.27462997920307
316,2.0,35.65091164718424
317,0.0,-1.0
318,0.0,-1.0
319,2.0,72.89254784743576
320,1.0,50.75434802858416
321,2.0,45.19971011133282
322,0.0,-1.0
323,0.0,-1.0
324,0.0,-1.0
325,0.0,-1.0
326,2.0,66.53265474512827
327,1.0,56.29732822151096
328,1.0,80.4704719898549
329,2.0,47.60741393276193
330,2.0,32.592657075770745
331,2.0,23.366579924556113
332,0.0,-1.0
333,0.0,-1.0
334,2.0,88.05207129091819
335,1.0,21.31325819792615
336,1.0,24.119362876139107
337,1.0,37.629620373472854
338,1.0,65.47306721082842
339,1.0,65.78930398335282
340,1.0,46.631098100600354
341,1.0,21.667552380369003
342,1.0,44.63819771364326
343,1.0,35.41030872331358
344,2.0,53.481746620352624
345,0.0,-1.0
346,1.0,31.90187711155846
347,2.0,22.695323860435597
348,2.0,125.4990096500076
349,2.0,27.241972495875082
350,1.0,38.5998927983145
351,1.0,30.980179581849825
352,2.0,29.199366611747564
353,1.0,44.33761722322889
354,1.0,63.05669157338544
355,1.0,76.02768930263179
356,0.0,-1.0
357,1.0,39.12723968359857
358,2.0,42.0007687721644
359,0.0,-1.0
360,2.0,25.969667544623054
361,0.0,-1.0
362,2.0,48.462443264961394
363,1.0,26.098754591956656
364,2.0,85.8249269911273
365,1.0,116.34501155887355
366,1.0,20.063503583973294
367,2.0,54.4686953175897
368,1.0,19.86022180733611
369,2.0,25.237347734516646
370,1.0,38.580981910985365
371,0.0,-1.0
372,0.0,-1.0
373,0.0,-1.0
374,2.0,48.59623967872247
375,1.0,28.58201974791986
376,2.0,56.33189565026925
377,2.0,39.65473647900258
378,1.0,84.74612303170258
379,0.0,-1.0
380,0.0,-1.0
381,2.0,28.178651207340817
382,2.0,28.07292275857639
383,1.0,19.89211937945121
384,2.0,32.8693264556335
385,2.0,16.659179492918916
386,0.0,-1.0
387,2.0,27.51028142390677
388,2.0,48.787226925456224
389,0.0,-1.0
390,1.0,25.17296461887126
391,1.0,60.559392272527646
392,2.0,42.75792093332092
393,0.0,-1.0
394,1.0,107.56854148052024
395,1.0,36.89748751920786
396,1.0,19.160588322239732
397,2.0,21.989817763222707
398,2.0,39.17813380308443
399,2.0,35.6837395250803
400,0.0,-1.0
401,0.0,-1.0
402,0.0,-1.0
403,2.0,43.15768611454864
404,2.0,38.49275338472799
405,2.0,49.2679789183053
406,2.0,37.07538529188072
407,2.0,39.045781596599184
408,2.0,21.323000849938918
409,0.0,-1.0
410,0.0,-1.0
411,0.0,-1.0
412,0.0,-1.0
413,2.0,19.956750594882593
414,2.0,17.22236945827968
415,2.0,44.01586697544068
416,1.0,32.582603328101925
417,2.0,56.624389587009496
418,2.0,24.447643722125214
419,2.0,25.587310651633693
420,0.0,-1.0
421,2.0,62.765928545992715
422,0.0,-1.0
423,2.0,33.77488108925625
424,2.0,48.86454605019347
425,1.0,63.61249153714592
426,0.0,-1.0
427,1.0,32.17103259798825
428,2.0,50.490968527036756
429,1.0,28.629623294004475
430,2.0,62.628636750830324
431,0.0,-1.0
432,1.0,32.40246468693633
433,2.0,41.81038285441638
434,2.0,29.616691948716277
435,2.0,26.615280613711846
436,1.0,16.44641501068532
437,2.0,62.651014619817
438,1.0,34.33045716722651
439,2.0,82.73119530917359
440,2.0,40.20812286293608
441,1.0,31.64460885530448
442,1.0,59.04307770844747
443,2.0,34.37663192128065
444,1.0,104.84593852693412
445,1.0,35.23550598431697
446,0.0,-1.0
447,2.0,50.241070872821325
448,2.0,42.48214515657675
449,0.0,-1.0
450,1.0,35.02113956168256
451,2.0,53.67876928835094
452,2.0,48.08070506748023
453,1.0,34.299041283707865
454,2.0,34.705847700787835
455,2.0,49.61926292309767
456,2.0,30.07294558900159
457,0.0,-1.0
458,2.0,37.05499661739266
459,1.0,34.718713209435776
460,1.0,23.579283690827076
461,1.0,24.71865588749313
462,0.0,-1.0
463,2.0,29.646963715400403
464,2.0,32.2333677054892
465,0.0,-1.0
466,1.0,24.69470074074188
467,0.0,-1.0
468,2.0,40.2071327377299
469,2.0,35.65533655158519
470,1.0,93.10401302431873
471,2.0,20.553891300787665
472,2.0,53.99873543636063
473,2.0,47.53029968718384
474,2.0,50.71907401344175
475,2.0,42.671770792328786
476,2.0,39.71742360938764
477,1.0,39.26859493081787
478,0.0,-1.0
479,0.0,-1.0
480,2.0,21.93791862809023
481,2.0,81.90659576246306
482,0.0,-1.0
483,1.0,19.87506667576774
484,1.0,19.85380262693437
485,2.0,23.463467839202274
486,0.0,-1.0
487,2.0,36.14557841129074
488,1.0,49.404185929806644
489,0.0,-1.0
490,2.0,40.214072768763316
491,0.0,-1.0
492,0.0,-1.0
493,1.0,25.270818521854544
494,2.0,87.08914474048439
495,1.0,81.26990747998757
496,2.0,43.08739397001783
497,1.0,41.39383616223638
498,1.0,37.81130183026718
499,1.0,23.11527151764377
500,1.0,39.75449080228931
501,2.0,18.47361162319155
502,2.0,23.069114605786318
503,1.0,62.75647434287363
504,2.0,31.697098886469302
505,1.0,63.55346636311058
506,2.0,54.96673543102038
507,2.0,79.87043321785868
508,2.0,89.35367836372865
509,1.0,46.827479071941255
510,2.0,28.99836315987001
511,2.0,30.30968298391462
512,2.0,66.26281189376218
513,2.0,29.375773230699757
514,0.0,-1.0
515,2.0,29.35377724125781
516,1.0,33.59427300451331
517,2.0,56.46893118678227
518,1.0,55.506681321194044
519,0.0,-1.0
520,0.0,-1.0
521,0.0,-1.0
522,1.0,43.21633627972088
523,2.0,57.116121418707635
524,2.0,27.62679018068296
525,2.0,42.14549270849221
526,0.0,-1.0
527,0.0,-1.0
528,2.0,21.666013654290133
529,1.0,48.97552775218949
530,1.0,53.81663665643183
531,2.0,67.04546354756553
532,2.0,50.93278924644168
533,2.0,28.896495455395467
534,2.0,21.344063350356638
535,2.0,42.92191413696182
536,1.0,83.12541000938096
537,2.0,33.82336497532318
538,0.0,-1.0
539,2.0,36.079939174706425
540,2.0,26.056108609090895
541,2.0,57.71800736323354
542,2.0,47.335408113647276
543,2.0,24.86575725408659
544,2.0,34.59758679392398
545,2.0,32.18923754738752
546,0.0,-1.0
547,1.0,21.131817096452913
548,2.0,64.62374014336476
549,2.0,87.84159444521242
550,1.0,49.29847374973035
551,2.0,54.91212159185779
552,2.0,45.87129361424711
553,1.0,69.55436433087648
554,1.0,26.558385239956785
555,1.0,149.59936880282294
556,0.0,-1.0
557,2.0,31.244592587831605
558,2.0,55.69713345427128
559,2.0,34.53561286759279
560,1.0,17.968572354370995
561,1.0,30.535336448635903
562,1.0,32.485015014839604
563,2.0,32.90071232444868
564,1.0,53.36974109838261
565,2.0,43.96913972008328
566,1.0,52.446727535874146
567,2.0,47.89229672176504
568,1.0,58.15986663473116
569,1.0,67.11987537468998
570,2.0,29.861140875152927
571,1.0,39.19037579926007
572,2.0,54.784181179279884
573,2.0,32.32670954608515
574,1.0,108.10841549892913
575,0.0,-1.0
576,0.0,-1.0
577,2.0,26.199462684800693
578,2.0,24.011347676401094
579,2.0,37.96898718834392
580,0.0,-1.0
581,0.0,-1.0
582,2.0,31.703946810772614
583,1.0,25.769091683290288
584,0.0,-1.0
585,0.0,-1.0
586,0.0,-1.0
587,2.0,38.37493474001479
588,2.0,45.584915862715775
589,2.0,25.91710034894878
590,0.0,-1.0
591,2.0,17.505943845547414
592,1.0,35.6997038653898
593,1.0,19.681517136707793
594,1.0,21.50797810837318
595,1.0,21.124334818291256
596,2.0,76.92766986773275
597,2.0,28.72993377013878
598,2.0,45.154004958116346
599,0.0,-1.0
600,1.0,29.82188620551167
601,0.0,-1.0
602,0.0,-1.0
603,1.0,29.230393613086424
604,1.0,101.31940594182707
605,2.0,22.08218065477214
606,2.0,45.65427457610153
607,1.0,45.28072706787845
608,1.0,40.734439609953085
609,1.0,38.65158230083941
610,0.0,-1.0
611,0.0,-1.0
612,1.0,84.1091326901983
613,2.0,112.60943904749578
614,2.0,35.504888937623164
615,0.0,-1.0
616,0.0,-1.0
617,1.0,45.56936789329369
618,1.0,74.70154962899485
619,1.0,21.566125522094143
620,1.0,42.542928475623896
621,0.0,-1.0
622,1.0,32.46416532026491
623,2.0,119.53267881137079
624,1.0,27.034485210298538
625,0.0,-1.0
626,2.0,82.06624052894563
627,2.0,71.48232743835011
628,0.0,-1.0
629,2.0,20.000841850949676
630,2.0,24.587265890962776
631,1.0,32.592833138241915
632,0.0,-1.0
633,2.0,20.893896879313413
634,2.0,35.999601216287104
635,1.0,57.631815906260435
636,2.0,20.028301705200622
637,0.0,-1.0
638,0.0,-1.0
639,1.0,60.613209231165854
640,2.0,28.321369852935184
641,1.0,86.79047130255096
642,2.0,40.576135587243655
643,0.0,-1.0
644,2.0,37.59151061210986
645,1.0,42.294865989463204
646,2.0,37.68529384926667
647,0.0,-1.0
648,2.0,49.482368584312674
649,1.0,18.483002848128155
650,2.0,50.744063856482086
651,2.0,22.153272188941003
652,2.0,27.980392611420704
653,1.0,94.13688534353548
654,2.0,30.79856374333408
655,2.0,37.089285389555826
656,2.0,41.839340349534226
657,2.0,33.116132462251244
658,0.0,-1.0
659,1.0,23.254435595335607
660,2.0,76.26000204098943
661,1.0,68.90070816675325
662,0.0,-1.0
663,1.0,21.24512083779081
664,0.0,-1.0
665,1.0,96.35446745657188
666,2.0,25.679372130487266
667,1.0,38.14019100711181
668,1.0,23.810448818121415
669,0.0,-1.0
670,2.0,58.50469567948068
671,2.0,126.5072932528839
672,2.0,35.52911421634661
673,1.0,41.672501452566124
674,1.0,70.36223808886524
675,1.0,26.75740971156253
676,2.0,26.298556079622145
677,1.0,66.96307081196079
678,2.0,43.285979190389206
679,2.0,84.31829686777895
680,0.0,-1.0
681,2.0,57.29441921347828
682,2.0,62.74832573388778
683,2.0,77.93778685885802
684,0.0,-1.0
685,1.0,84.53103711459474
686,2.0,42.0644597354507
687,2.0,37.4325501194353
688,2.0,33.89868908176581
689,2.0,47.25733548034462
690,2.0,49.73246728951459
691,2.0,47.4131673612535
692,1.0,69.50844173135134
693,2.0,43.57256513786771
694,2.0,32.374481892978125
695,2.0,86.04713316421706
696,1.0,51.7241069472229
697,0.0,-1.0
698,2.0,29.322397223282728
699,1.0,51.312766801525115
700,0.0,-1.0
701,1.0,44.94642768442097
702,0.0,-1.0
703,1.0,25.605426103585934
704,2.0,43.341264722790804
705,1.0,32.74611035515435
706,2.0,106.04001369775747
707,2.0,23.14129548643015
708,2.0,94.75592243967405
709,2.0,28.16602494685164
710,1.0,38.05406865583459
711,0.0,-1.0
712,1.0,38.42772867230748
713,0.0,-1.0
714,2.0,19.923088456824193
715,1.0,75.7621061954654
716,1.0,24.609661365807753
717,2.0,31.249031502289807
718,0.0,-1.0
719,2.0,40.248595892819836
720,2.0,21.80289103186537
721,2.0,32.384257078873645
722,2.0,56.53068590971753
723,2.0,50.80178334882842
724,1.0,19.918949721351595
725,0.0,-1.0
726,2.0,36.84825902185881
727,1.0,28.0760195136535
728,1.0,30.552165070044033
729,1.0,33.77905930674635
730,0.0,-1.0
731,0.0,-1.0
732,1.0,92.14580088443529
733,2.0,35.447029505248494
734,1.0,22.26437337536546
735,1.0,28.194962337149242
736,2.0,30.427220377761394
737,2.0,42.10942414279071
738,0.0,-1.0
739,2.0,24.2402653326883
740,2.0,23.737226877635763
741,2.0,31.374511758993016
742,1.0,79.61782155504751
743,1.0,32.22509319240879
744,1.0,55.77102519851152
745,0.0,-1.0
746,2.0,51.6760434081982
747,2.0,32.00021962728454
748,2.0,62.44968321745231
749,2.0,33.601272658866606
750,1.0,26.300424307630266
751,1.0,44.65733911661324
752,2.0,20.160360288496253
753,1.0,64.83026066275781
754,1.0,27.430748486274013
755,0.0,-1.0
756,1.0,72.89437226672626
757,2.0,63.47168345125853
758,2.0,52.95863143760116
759,0.0,-1.0
760,2.0,92.42397876650271
761,1.0,62.07633883445395
762,1.0,111.51796563726994
763,1.0,37.843823729467616
764,0.0,-1.0
765,1.0,27.354219475400903
766,2.0,30.8292901959492
767,2.0,88.04679533910883
768,1.0,36.36504761797154
769,2.0,76.1765833047805
770,1.0,21.213890506473867
771,1.0,26.705729522610245
772,1.0,47.32611102007131
773,2.0,45.1722521305411
774,1.0,27.689191862299374
775,0.0,-1.0
776,1.0,26.964921131690204
777,2.0,31.9584850607053
778,2.0,33.88620617666481
779,2.0,24.339801657266396
780,1.0,65.30431290004236
781,0.0,-1.0
782,2.0,36.77000770255016
783,2.0,18.02343472984936
784,0.0,-1.0
785,1.0,33.36149322857701
786,2.0,38.26523376633661
787,0.0,-1.0
788,0.0,-1.0
789,2.0,52.47216806819683
790,1.0,23.97100147842613
791,0.0,-1.0
792,2.0,38.36706461810493
793,2.0,24.51248354855789
794,0.0,-1.0
795,2.0,36.9041146723373
796,0.0,-1.0
797,1.0,46.50394113486021
798,0.0,-1.0
799,1.0,21.15073396039099
800,1.0,18.35141281473631
801,2.0,34.90757533415443
802,1.0,43.3718287399672
803,2.0,32.85184303414474
804,1.0,47.090311184024735
805,0.0,-1.0
806,2.0,41.915530371273114
807,2.0,72.2858376251629
808,1.0,39.22896496002086
809,1.0,16.734628299110952
810,1.0,26.531420302355492
811,2.0,27.266331205775735
812,2.0,39.652718996840726
813,2.0,102.5287699153878
814,1.0,38.94955647440139
815,2.0,52.86332248044051
816,0.0,-1.0
817,0.0,-1.0
818,2.0,63.86438000768676
819,2.0,73.33036980390617
820,0.0,-1.0
821,0.0,-1.0
822,2.0,84.28128934085268
823,0.0,-1.0
824,0.0,-1.0
825,1.0,51.43693025840873
826,2.0,60.812704674717565
827,2.0,32.825743535537384
828,2.0,37.232396562948644
829,2.0,37.35561877203058
830,0.0,-1.0
831,1.0,23.423633792990238
832,1.0,34.16616646323642
833,2.0,20.91793717031519
834,1.0,48.282089613513804
835,1.0,51.923132188291646
836,2.0,25.10638503004176
837,1.0,46.938271750561725
838,0.0,-1.0
839,1.0,34.788187935280384
840,2.0,20.32161416331667
841,1.0,41.97644977626023
842,1.0,68.76244805836548
843,2.0,20.832908856633424
844,1.0,66.74016333366907
845,2.0,59.33349061164766
846,1.0,19.403169395445886
847,0.0,-1.0
848,2.0,19.626578914986553
849,2.0,60.597953187924645
850,1.0,42.26997773146482
851,1.0,23.053875868377183
852,2.0,32.06670124710603
853,1.0,28.875659049284167
854,0.0,-1.0
855,2.0,30.44877552981241
856,2.0,52.65033475575508
857,1.0,30.96391683437758
858,2.0,122.3746719022032
859,1.0,49.25392002871875
860,1.0,45.86103930397141
861,2.0,34.341284790631164
862,2.0,64.71914401871047
863,2.0,57.61524869447842
864,2.0,59.51710522727733
865,2.0,46.24141811549039
866,2.0,41.47646598309045
867,0.0,-1.0
868,1.0,51.61578609827009
869,2.0,17.326034576803877
870,2.0,46.947491216767034
871,1.0,74.88999811990698
872,2.0,39.887128534567196
873,2.0,41.704931599256426
874,0.0,-1.0
875,1.0,45.18148203612005
876,2.0,35.506020281559316
877,2.0,55.644633576539235
878,2.0,32.83163108788764
879,1.0,39.937380612468345
880,2.0,30.074727466563708
881,1.0,31.327694113921858
882,2.0,55.18440778434432
883,1.0,40.235105270493605
884,0.0,-1.0
885,0.0,-1.0
886,2.0,38.33997970020596
887,2.0,51.52611833147967
888,2.0,18.228170663887763
889,1.0,49.5327669128814
890,0.0,-1.0
891,0.0,-1.0
892,1.0,41.379295108864696
893,1.0,39.425489923475496
894,1.0,23.93795023924038
895,1.0,22.996585670270473
896,2.0,37.0055105532911
897,2.0,28.00314228058122
898,1.0,63.31308929141735
899,2.0,42.346460354212624
900,0.0,-1.0
901,2.0,38.17350725354858
902,2.0,47.60344517379415
903,1.0,26.98619344448324
904,2.0,58.1531266548006
905,0.0,-1.0
906,2.0,91.4466739945573
907,0.0,-1.0
908,1.0,166.11524482778867
909,2.0,60.90873348130225
910,1.0,38.78579893300133
911,0.0,-1.0
912,2.0,44.40688635826585
913,2.0,69.77473051084287
914,1.0,90.5846968089947
915,0.0,-1.0
916,1.0,40.31340071301181
917,2.0,68.57666375614143
918,2.0,35.11948485113504
919,0.0,-1.0
920,1.0,67.91509379447734
921,1.0,57.49908858338944
922,2.0,50.008293268310474
923,2.0,23.91579283831255
924,2.0,100.00720973497744
925,1.0,27.990823123592023
926,0.0,-1.0
927,1.0,67.76100029029811
928,1.0,37.18154573676731
929,2.0,42.700660068244346
930,1.0,24.34171219270501
931,1.0,44.35602552456025
932,0.0,-1.0
933,2.0,40.55897108893081
934,1.0,26.65436832771421
935,0.0,-1.0
936,2.0,29.462413505370606
937,2.0,24.931282676176334
938,2.0,25.876129131723673
939,0.0,-1.0
940,2.0,37.13238225350775
941,2.0,70.04841319343771
942,0.0,-1.0
943,1.0,66.57462719651616
944,1.0,53.20154844692016
945,1.0,19.84127350902831
946,1.0,44.895650445238644
947,0.0,-1.0
948,0.0,-1.0
949,0.0,-1.0
950,0.0,-1.0
951,0.0,-1.0
952,0.0,-1.0
953,2.0,50.387375321305555
954,2.0,35.7747065451056
955,2.0,35.81729270758976
956,1.0,24.6187250030358
957,2.0,91.71383254738151
958,2.0,57.942258799948775
959,0.0,-1.0
960,2.0,21.745911340307007
961,2.0,26.1830239139659
962,1.0,28.66347998893248
963,1.0,71.5681827164054
964,1.0,56.74068426357744
965,2.0,57.321361058628625
966,1.0,34.6171675806759
967,1.0,25.22968750071361
968,2.0,60.91766369194005
969,0.0,-1.0
970,0.0,-1.0
971,1.0,75.97464794327568
972,1.0,34.043416660571246
973,1.0,21.86571012889449
974,2.0,23.508774855748108
975,1.0,73.50794269433658
976,2.0,86.51919270524165
977,2.0,31.949010916963314
978,2.0,23.417487159588223
979,1.0,26.60427110341123
980,2.0,39.40292164571596
981,2.0,48.29603439098031
982,1.0,54.40311831398571
983,2.0,57.88012442757712
984,2.0,79.88757544171855
985,1.0,64.42163417350794
986,2.0,56.52458528887196
987,1.0,34.72953202378892
988,2.0,69.87929483561868
989,1.0,70.00332105652416
990,2.0,29.62720016212852
991,2.0,24.025272266587606
992,1.0,79.39687969327183
993,1.0,37.167972842758246
994,1.0,63.3573258406867
995,2.0,34.28861264766259
996,1.0,55.442001134530415
997,2.0,94.86518018393791
998,2.0,27.52538573955824
999,2.0,78.22636070969187
1000,0.0,-1.0
1001,2.0,65.41631461556264
1002,2.0,18.580776104242396
1003,0.0,-1.0
1004,2.0,34.403146360123635
1005,2.0,40.309911148533985
1006,1.0,24.771904728608135
1007,2.0,32.789662524951126
1008,2.0,44.57702614418051
1009,1.0,43.491063184972035
1010,1.0,51.3612389776064
1011,1.0,32.702644077374714
1012,2.0,18.420135035876594
1013,0.0,-1.0
1014,2.0,27.38126427750788
1015,1.0,87.97350117829382
1016,1.0,46.91824954174244
1017,2.0,26.790537894833882
1018,2.0,105.1225393768335
1019,0.0,-1.0
1020,0.0,-1.0
1021,2.0,52.517161508274974
1022,2.0,22.851866629609905
1023,2.0,40.30085714935491
1024,1.0,117.43999648295025
1025,2.0,32.78713368776265
1026,1.0,90.58467987682252
1027,1.0,31.33668000992897
1028,1.0,19.43860572742175
1029,1.0,30.204927343354637
1030,1.0,63.42026074623379
1031,1.0,34.13455580571892
1032,1.0,62.65206792159667
1033,2.0,24.96130724838332
1034,2.0,32.73532887775767
1035,2.0,41.64130314089567
1036,1.0,31.697404350827913
1037,1.0,71.91605116099214
